state,date,facility,service,in_state,number,surCharge,initialAmount,additionalAmount,totalAmount,quoteRule,feeName,ratePerMinute
WI,1598748104939,LA CROSSE COUNTY JAIL,Voicemail,false,8015381000,$0.000,$0.750,$0.000,$0.750,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,AdvancedConnect,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,AdvancedConnect,false,3609024111,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Direct Bill,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Direct Bill,false,3609024111,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Inmate Debit,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Inmate Debit,false,3609024111,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Traditional Collect,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Traditional Collect,false,3609024111,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748108863,LINCOLN COUNTY SHERIFF'S DEPT,Voicemail,false,3609024111,$0.000,$0.750,$0.000,$0.750,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,AdvancedConnect,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,AdvancedConnect,false,6157412001,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Direct Bill,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Direct Bill,false,6157412001,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Inmate Debit,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Inmate Debit,false,6157412001,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Traditional Collect,true,6082661212,$0.000,$0.310,$0.310,$0.310,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Traditional Collect,false,6157412001,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748114382,MANITOWOC COUNTY JAIL,Voicemail,false,6157412001,$0.000,$0.750,$0.000,$0.750,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,AdvancedConnect,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,AdvancedConnect,false,6512013400,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Direct Bill,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Direct Bill,false,6512013400,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Inmate Debit,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Inmate Debit,false,6512013400,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Traditional Collect,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Traditional Collect,false,6512013400,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748118347,MARATHON COUNTY JAIL,Voicemail,false,6512013400,$0.000,$0.750,$0.000,$0.750,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,AdvancedConnect,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,AdvancedConnect,false,8037342100,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Direct Bill,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Direct Bill,false,8037342100,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Inmate Debit,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Inmate Debit,false,8037342100,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Traditional Collect,true,6082661212,$0.000,$1.160,$0.910,$1.160,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Traditional Collect,false,8037342100,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748122413,MARATHON COUNTY JUVENILE FACILITY,Voicemail,false,8037342100,$0.000,$0.750,$0.000,$0.750,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,AdvancedConnect,true,6082661212,$0.000,$4.640,$0.690,$4.640,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,AdvancedConnect,false,2253427015,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Direct Bill,true,6082661212,$0.000,$4.640,$0.690,$4.640,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Direct Bill,false,2253427015,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Inmate Debit,true,6082661212,$0.000,$0.500,$0.500,$0.500,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Inmate Debit,false,2253427015,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Traditional Collect,true,6082661212,$0.000,$4.640,$0.690,$4.640,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Traditional Collect,false,2253427015,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748127281,MONROE COUNTY SHERIFF'S DEPT,Voicemail,false,2253427015,$0.000,$0.750,$0.000,$0.750,false,null,$0.000
WI,1598748131086,POLK COUNTY JAIL,AdvancedConnect,true,6082661212,$0.000,$0.910,$0.910,$0.910,false,null,$0.000
WI,1598748131086,POLK COUNTY JAIL,AdvancedConnect,false,4012222080,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748131086,POLK COUNTY JAIL,Direct Bill,true,6082661212,$0.000,$0.910,$0.910,$0.910,false,null,$0.000
WI,1598748131086,POLK COUNTY JAIL,Direct Bill,false,4012222080,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748131086,POLK COUNTY JAIL,Inmate Debit,true,6082661212,$0.000,$0.500,$0.500,$0.500,false,null,$0.000
WI,1598748131086,POLK COUNTY JAIL,Inmate Debit,false,4012222080,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
